sample_id,split,target_id,view,sequence_name,template_frame_id,search_frame_id,group,pair_id,balanced_primary,occlusion,out_of_view,bbox_valid,bbox_x,bbox_y,bbox_w,bbox_h,causal_max_gap,template_rule
d2p1-train-md3060-3-000618-natural,train,md3060,C,md3060-3,601,618,natural,,True,1,0,True,413.0,314.0,45.0,59.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000619-natural,train,md3060,C,md3060-3,601,619,natural,,True,1,0,True,413.0,314.0,45.0,59.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000620-natural,train,md3060,C,md3060-3,601,620,natural,,True,1,0,True,413.0,314.0,45.0,59.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000621-natural,train,md3060,C,md3060-3,601,621,natural,,True,1,0,True,413.0,314.0,45.0,59.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000622-natural,train,md3060,C,md3060-3,601,622,natural,,True,1,0,True,413.0,313.0,45.0,61.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000623-natural,train,md3060,C,md3060-3,601,623,natural,,True,1,0,True,413.0,313.0,45.0,61.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000624-natural,train,md3060,C,md3060-3,601,624,natural,,True,1,0,True,414.0,313.0,45.0,61.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000625-natural,train,md3060,C,md3060-3,601,625,natural,,True,1,0,True,414.0,313.0,45.0,61.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000626-natural,train,md3060,C,md3060-3,601,626,natural,,True,1,0,True,414.0,312.0,45.0,63.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000627-natural,train,md3060,C,md3060-3,601,627,natural,,True,1,0,True,414.0,312.0,45.0,63.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000628-natural,train,md3060,C,md3060-3,601,628,natural,,True,1,0,True,414.0,312.0,45.0,63.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000629-natural,train,md3060,C,md3060-3,601,629,natural,,True,1,0,True,414.0,312.0,45.0,63.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000630-natural,train,md3060,C,md3060-3,601,630,natural,,True,1,0,True,414.0,312.0,45.0,63.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000631-natural,train,md3060,C,md3060-3,601,631,natural,,True,1,0,True,414.0,311.0,45.0,65.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000632-natural,train,md3060,C,md3060-3,601,632,natural,,True,1,0,True,414.0,311.0,46.0,65.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000633-natural,train,md3060,C,md3060-3,601,633,natural,,True,1,0,True,414.0,311.0,46.0,65.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000634-natural,train,md3060,C,md3060-3,601,634,natural,,True,1,0,True,414.0,311.0,46.0,65.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000635-natural,train,md3060,C,md3060-3,601,635,natural,,True,1,0,True,414.0,310.0,46.0,67.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000636-natural,train,md3060,C,md3060-3,601,636,natural,,True,1,0,True,414.0,310.0,46.0,67.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000637-natural,train,md3060,C,md3060-3,601,637,natural,,True,1,0,True,414.0,310.0,46.0,67.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000638-natural,train,md3060,C,md3060-3,601,638,natural,,True,1,0,True,414.0,310.0,46.0,67.0,200,latest_prior_same_view_visible
d2p1-train-md3060-3-000639-natural,train,md3060,C,md3060-3,601,639,natural,,True,1,0,True,415.0,310.0,46.0,68.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000052-clean,train,md3062,A,md3062-1,51,52,clean,d2p1-train-md3062-A-00000,True,0,0,True,675.0,421.0,12.0,23.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000052-synthetic,train,md3062,A,md3062-1,51,52,synthetic,d2p1-train-md3062-A-00000,True,0,0,True,675.0,421.0,12.0,23.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000154-clean,train,md3062,A,md3062-1,153,154,clean,d2p1-train-md3062-A-00001,True,0,0,True,653.0,417.0,13.0,23.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000154-synthetic,train,md3062,A,md3062-1,153,154,synthetic,d2p1-train-md3062-A-00001,True,0,0,True,653.0,417.0,13.0,23.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000257-clean,train,md3062,A,md3062-1,256,257,clean,d2p1-train-md3062-A-00002,True,0,0,True,661.0,452.0,14.0,28.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000257-synthetic,train,md3062,A,md3062-1,256,257,synthetic,d2p1-train-md3062-A-00002,True,0,0,True,661.0,452.0,14.0,28.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000359-clean,train,md3062,A,md3062-1,358,359,clean,d2p1-train-md3062-A-00003,True,0,0,True,644.0,478.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000359-synthetic,train,md3062,A,md3062-1,358,359,synthetic,d2p1-train-md3062-A-00003,True,0,0,True,644.0,478.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000461-clean,train,md3062,A,md3062-1,460,461,clean,d2p1-train-md3062-A-00004,True,0,0,True,625.0,430.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000461-synthetic,train,md3062,A,md3062-1,460,461,synthetic,d2p1-train-md3062-A-00004,True,0,0,True,625.0,430.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000564-clean,train,md3062,A,md3062-1,563,564,clean,d2p1-train-md3062-A-00005,True,0,0,True,587.0,442.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000564-synthetic,train,md3062,A,md3062-1,563,564,synthetic,d2p1-train-md3062-A-00005,True,0,0,True,587.0,442.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000651-natural,train,md3062,A,md3062-1,650,651,natural,,True,1,0,True,543.0,463.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000652-natural,train,md3062,A,md3062-1,650,652,natural,,True,1,0,True,542.0,464.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000653-natural,train,md3062,A,md3062-1,650,653,natural,,True,1,0,True,541.0,464.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000654-natural,train,md3062,A,md3062-1,650,654,natural,,True,1,0,True,540.0,465.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000655-natural,train,md3062,A,md3062-1,650,655,natural,,True,1,0,True,539.0,465.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000656-natural,train,md3062,A,md3062-1,650,656,natural,,True,1,0,True,538.0,466.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000657-natural,train,md3062,A,md3062-1,650,657,natural,,True,1,0,True,537.0,466.0,14.0,29.0,200,latest_prior_same_view_visible
d2p1-train-md3062-1-000673-clean,train,md3062,A,md3062-1,672,673,clean,d2p1-train-md3062-A-00006,True,0,0,True,533.0,474.0,14.0,29.0,200,latest_prior_common_visible
d2p1-train-md3062-1-000673-synthetic,train,md3062,A,md3062-1,672,673,synthetic,d2p1-train-md3062-A-00006,True,0,0,True,533.0,474.0,14.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000004-clean,val,md3016,A,md3016-1,3,4,clean,d2p1-val-md3016-A-00000,True,0,0,True,627.0,281.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000004-synthetic,val,md3016,A,md3016-1,3,4,synthetic,d2p1-val-md3016-A-00000,True,0,0,True,627.0,281.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000010-clean,val,md3016,A,md3016-1,9,10,clean,d2p1-val-md3016-A-00001,True,0,0,True,620.0,284.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000010-synthetic,val,md3016,A,md3016-1,9,10,synthetic,d2p1-val-md3016-A-00001,True,0,0,True,620.0,284.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000016-clean,val,md3016,A,md3016-1,15,16,clean,d2p1-val-md3016-A-00002,True,0,0,True,612.0,286.0,23.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000016-synthetic,val,md3016,A,md3016-1,15,16,synthetic,d2p1-val-md3016-A-00002,True,0,0,True,612.0,286.0,23.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000023-clean,val,md3016,A,md3016-1,22,23,clean,d2p1-val-md3016-A-00003,True,0,0,True,605.0,290.0,20.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000023-synthetic,val,md3016,A,md3016-1,22,23,synthetic,d2p1-val-md3016-A-00003,True,0,0,True,605.0,290.0,20.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000029-clean,val,md3016,A,md3016-1,28,29,clean,d2p1-val-md3016-A-00004,True,0,0,True,599.0,293.0,19.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000029-synthetic,val,md3016,A,md3016-1,28,29,synthetic,d2p1-val-md3016-A-00004,True,0,0,True,599.0,293.0,19.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000036-clean,val,md3016,A,md3016-1,35,36,clean,d2p1-val-md3016-A-00005,True,0,0,True,592.0,297.0,20.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000036-synthetic,val,md3016,A,md3016-1,35,36,synthetic,d2p1-val-md3016-A-00005,True,0,0,True,592.0,297.0,20.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000042-clean,val,md3016,A,md3016-1,41,42,clean,d2p1-val-md3016-A-00006,True,0,0,True,586.0,300.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000042-synthetic,val,md3016,A,md3016-1,41,42,synthetic,d2p1-val-md3016-A-00006,True,0,0,True,586.0,300.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000048-clean,val,md3016,A,md3016-1,47,48,clean,d2p1-val-md3016-A-00007,True,0,0,True,582.0,300.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000048-synthetic,val,md3016,A,md3016-1,47,48,synthetic,d2p1-val-md3016-A-00007,True,0,0,True,582.0,300.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000055-clean,val,md3016,A,md3016-1,54,55,clean,d2p1-val-md3016-A-00008,True,0,0,True,578.0,302.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000055-synthetic,val,md3016,A,md3016-1,54,55,synthetic,d2p1-val-md3016-A-00008,True,0,0,True,578.0,302.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000061-clean,val,md3016,A,md3016-1,60,61,clean,d2p1-val-md3016-A-00009,True,0,0,True,575.0,302.0,23.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000061-synthetic,val,md3016,A,md3016-1,60,61,synthetic,d2p1-val-md3016-A-00009,True,0,0,True,575.0,302.0,23.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000068-clean,val,md3016,A,md3016-1,67,68,clean,d2p1-val-md3016-A-00010,True,0,0,True,575.0,302.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000068-synthetic,val,md3016,A,md3016-1,67,68,synthetic,d2p1-val-md3016-A-00010,True,0,0,True,575.0,302.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000074-clean,val,md3016,A,md3016-1,73,74,clean,d2p1-val-md3016-A-00011,True,0,0,True,573.0,303.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000074-synthetic,val,md3016,A,md3016-1,73,74,synthetic,d2p1-val-md3016-A-00011,True,0,0,True,573.0,303.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000080-clean,val,md3016,A,md3016-1,79,80,clean,d2p1-val-md3016-A-00012,True,0,0,True,571.0,305.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000080-synthetic,val,md3016,A,md3016-1,79,80,synthetic,d2p1-val-md3016-A-00012,True,0,0,True,571.0,305.0,21.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000087-clean,val,md3016,A,md3016-1,86,87,clean,d2p1-val-md3016-A-00013,True,0,0,True,564.0,306.0,24.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000087-synthetic,val,md3016,A,md3016-1,86,87,synthetic,d2p1-val-md3016-A-00013,True,0,0,True,564.0,306.0,24.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000093-clean,val,md3016,A,md3016-1,92,93,clean,d2p1-val-md3016-A-00014,True,0,0,True,558.0,307.0,25.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000093-synthetic,val,md3016,A,md3016-1,92,93,synthetic,d2p1-val-md3016-A-00014,True,0,0,True,558.0,307.0,25.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000099-clean,val,md3016,A,md3016-1,98,99,clean,d2p1-val-md3016-A-00015,True,0,0,True,551.0,308.0,24.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000099-synthetic,val,md3016,A,md3016-1,98,99,synthetic,d2p1-val-md3016-A-00015,True,0,0,True,551.0,308.0,24.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000106-clean,val,md3016,A,md3016-1,105,106,clean,d2p1-val-md3016-A-00016,True,0,0,True,542.0,309.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000106-synthetic,val,md3016,A,md3016-1,105,106,synthetic,d2p1-val-md3016-A-00016,True,0,0,True,542.0,309.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000112-clean,val,md3016,A,md3016-1,111,112,clean,d2p1-val-md3016-A-00017,True,0,0,True,532.0,310.0,23.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000112-synthetic,val,md3016,A,md3016-1,111,112,synthetic,d2p1-val-md3016-A-00017,True,0,0,True,532.0,310.0,23.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000119-clean,val,md3016,A,md3016-1,118,119,clean,d2p1-val-md3016-A-00018,True,0,0,True,520.0,312.0,24.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000119-synthetic,val,md3016,A,md3016-1,118,119,synthetic,d2p1-val-md3016-A-00018,True,0,0,True,520.0,312.0,24.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000125-clean,val,md3016,A,md3016-1,124,125,clean,d2p1-val-md3016-A-00019,True,0,0,True,509.0,314.0,25.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000125-synthetic,val,md3016,A,md3016-1,124,125,synthetic,d2p1-val-md3016-A-00019,True,0,0,True,509.0,314.0,25.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000131-clean,val,md3016,A,md3016-1,130,131,clean,d2p1-val-md3016-A-00020,True,0,0,True,499.0,316.0,23.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000131-synthetic,val,md3016,A,md3016-1,130,131,synthetic,d2p1-val-md3016-A-00020,True,0,0,True,499.0,316.0,23.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000138-clean,val,md3016,A,md3016-1,137,138,clean,d2p1-val-md3016-A-00021,True,0,0,True,489.0,318.0,21.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000138-synthetic,val,md3016,A,md3016-1,137,138,synthetic,d2p1-val-md3016-A-00021,True,0,0,True,489.0,318.0,21.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000144-clean,val,md3016,A,md3016-1,143,144,clean,d2p1-val-md3016-A-00022,True,0,0,True,482.0,321.0,20.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000144-synthetic,val,md3016,A,md3016-1,143,144,synthetic,d2p1-val-md3016-A-00022,True,0,0,True,482.0,321.0,20.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000150-clean,val,md3016,A,md3016-1,149,150,clean,d2p1-val-md3016-A-00023,True,0,0,True,478.0,324.0,21.0,26.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000150-synthetic,val,md3016,A,md3016-1,149,150,synthetic,d2p1-val-md3016-A-00023,True,0,0,True,478.0,324.0,21.0,26.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000157-clean,val,md3016,A,md3016-1,156,157,clean,d2p1-val-md3016-A-00024,True,0,0,True,473.0,327.0,23.0,26.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000157-synthetic,val,md3016,A,md3016-1,156,157,synthetic,d2p1-val-md3016-A-00024,True,0,0,True,473.0,327.0,23.0,26.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000163-clean,val,md3016,A,md3016-1,162,163,clean,d2p1-val-md3016-A-00025,True,0,0,True,469.0,329.0,23.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000163-synthetic,val,md3016,A,md3016-1,162,163,synthetic,d2p1-val-md3016-A-00025,True,0,0,True,469.0,329.0,23.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000170-clean,val,md3016,A,md3016-1,169,170,clean,d2p1-val-md3016-A-00026,True,0,0,True,465.0,330.0,21.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000170-synthetic,val,md3016,A,md3016-1,169,170,synthetic,d2p1-val-md3016-A-00026,True,0,0,True,465.0,330.0,21.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000176-clean,val,md3016,A,md3016-1,175,176,clean,d2p1-val-md3016-A-00027,True,0,0,True,461.0,331.0,21.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000176-synthetic,val,md3016,A,md3016-1,175,176,synthetic,d2p1-val-md3016-A-00027,True,0,0,True,461.0,331.0,21.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000182-clean,val,md3016,A,md3016-1,181,182,clean,d2p1-val-md3016-A-00028,True,0,0,True,457.0,332.0,21.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000182-synthetic,val,md3016,A,md3016-1,181,182,synthetic,d2p1-val-md3016-A-00028,True,0,0,True,457.0,332.0,21.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000189-clean,val,md3016,A,md3016-1,188,189,clean,d2p1-val-md3016-A-00029,True,0,0,True,452.0,333.0,22.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000189-synthetic,val,md3016,A,md3016-1,188,189,synthetic,d2p1-val-md3016-A-00029,True,0,0,True,452.0,333.0,22.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000195-clean,val,md3016,A,md3016-1,194,195,clean,d2p1-val-md3016-A-00030,True,0,0,True,447.0,333.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000195-synthetic,val,md3016,A,md3016-1,194,195,synthetic,d2p1-val-md3016-A-00030,True,0,0,True,447.0,333.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000202-clean,val,md3016,A,md3016-1,201,202,clean,d2p1-val-md3016-A-00031,True,0,0,True,443.0,334.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000202-synthetic,val,md3016,A,md3016-1,201,202,synthetic,d2p1-val-md3016-A-00031,True,0,0,True,443.0,334.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000208-clean,val,md3016,A,md3016-1,207,208,clean,d2p1-val-md3016-A-00032,True,0,0,True,440.0,335.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000208-synthetic,val,md3016,A,md3016-1,207,208,synthetic,d2p1-val-md3016-A-00032,True,0,0,True,440.0,335.0,22.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000214-clean,val,md3016,A,md3016-1,213,214,clean,d2p1-val-md3016-A-00033,True,0,0,True,436.0,336.0,23.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000214-synthetic,val,md3016,A,md3016-1,213,214,synthetic,d2p1-val-md3016-A-00033,True,0,0,True,436.0,336.0,23.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000221-clean,val,md3016,A,md3016-1,220,221,clean,d2p1-val-md3016-A-00034,True,0,0,True,431.0,337.0,25.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000221-synthetic,val,md3016,A,md3016-1,220,221,synthetic,d2p1-val-md3016-A-00034,True,0,0,True,431.0,337.0,25.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000227-clean,val,md3016,A,md3016-1,226,227,clean,d2p1-val-md3016-A-00035,True,0,0,True,426.0,337.0,26.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000227-synthetic,val,md3016,A,md3016-1,226,227,synthetic,d2p1-val-md3016-A-00035,True,0,0,True,426.0,337.0,26.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000233-clean,val,md3016,A,md3016-1,232,233,clean,d2p1-val-md3016-A-00036,True,0,0,True,422.0,336.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000233-synthetic,val,md3016,A,md3016-1,232,233,synthetic,d2p1-val-md3016-A-00036,True,0,0,True,422.0,336.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000240-clean,val,md3016,A,md3016-1,239,240,clean,d2p1-val-md3016-A-00037,True,0,0,True,413.0,336.0,27.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000240-synthetic,val,md3016,A,md3016-1,239,240,synthetic,d2p1-val-md3016-A-00037,True,0,0,True,413.0,336.0,27.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000246-clean,val,md3016,A,md3016-1,245,246,clean,d2p1-val-md3016-A-00038,True,0,0,True,408.0,336.0,26.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000246-synthetic,val,md3016,A,md3016-1,245,246,synthetic,d2p1-val-md3016-A-00038,True,0,0,True,408.0,336.0,26.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000253-clean,val,md3016,A,md3016-1,252,253,clean,d2p1-val-md3016-A-00039,True,0,0,True,402.0,337.0,25.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000253-synthetic,val,md3016,A,md3016-1,252,253,synthetic,d2p1-val-md3016-A-00039,True,0,0,True,402.0,337.0,25.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000259-clean,val,md3016,A,md3016-1,258,259,clean,d2p1-val-md3016-A-00040,True,0,0,True,397.0,337.0,24.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000259-synthetic,val,md3016,A,md3016-1,258,259,synthetic,d2p1-val-md3016-A-00040,True,0,0,True,397.0,337.0,24.0,27.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000265-clean,val,md3016,A,md3016-1,264,265,clean,d2p1-val-md3016-A-00041,True,0,0,True,391.0,334.0,21.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000265-synthetic,val,md3016,A,md3016-1,264,265,synthetic,d2p1-val-md3016-A-00041,True,0,0,True,391.0,334.0,21.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000272-clean,val,md3016,A,md3016-1,271,272,clean,d2p1-val-md3016-A-00042,True,0,0,True,384.0,332.0,21.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000272-synthetic,val,md3016,A,md3016-1,271,272,synthetic,d2p1-val-md3016-A-00042,True,0,0,True,384.0,332.0,21.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000278-clean,val,md3016,A,md3016-1,277,278,clean,d2p1-val-md3016-A-00043,True,0,0,True,379.0,331.0,22.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000278-synthetic,val,md3016,A,md3016-1,277,278,synthetic,d2p1-val-md3016-A-00043,True,0,0,True,379.0,331.0,22.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000284-clean,val,md3016,A,md3016-1,283,284,clean,d2p1-val-md3016-A-00044,True,0,0,True,376.0,329.0,22.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000284-synthetic,val,md3016,A,md3016-1,283,284,synthetic,d2p1-val-md3016-A-00044,True,0,0,True,376.0,329.0,22.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000291-clean,val,md3016,A,md3016-1,290,291,clean,d2p1-val-md3016-A-00045,True,0,0,True,373.0,328.0,22.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000291-synthetic,val,md3016,A,md3016-1,290,291,synthetic,d2p1-val-md3016-A-00045,True,0,0,True,373.0,328.0,22.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000297-clean,val,md3016,A,md3016-1,296,297,clean,d2p1-val-md3016-A-00046,True,0,0,True,365.0,325.0,24.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000297-synthetic,val,md3016,A,md3016-1,296,297,synthetic,d2p1-val-md3016-A-00046,True,0,0,True,365.0,325.0,24.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000304-clean,val,md3016,A,md3016-1,303,304,clean,d2p1-val-md3016-A-00047,True,0,0,True,357.0,323.0,26.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000304-synthetic,val,md3016,A,md3016-1,303,304,synthetic,d2p1-val-md3016-A-00047,True,0,0,True,357.0,323.0,26.0,28.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000310-clean,val,md3016,A,md3016-1,309,310,clean,d2p1-val-md3016-A-00048,True,0,0,True,354.0,321.0,25.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000310-synthetic,val,md3016,A,md3016-1,309,310,synthetic,d2p1-val-md3016-A-00048,True,0,0,True,354.0,321.0,25.0,29.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000316-clean,val,md3016,A,md3016-1,315,316,clean,d2p1-val-md3016-A-00049,True,0,0,True,351.0,320.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000316-synthetic,val,md3016,A,md3016-1,315,316,synthetic,d2p1-val-md3016-A-00049,True,0,0,True,351.0,320.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000323-clean,val,md3016,A,md3016-1,322,323,clean,d2p1-val-md3016-A-00050,True,0,0,True,348.0,320.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000323-synthetic,val,md3016,A,md3016-1,322,323,synthetic,d2p1-val-md3016-A-00050,True,0,0,True,348.0,320.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000329-clean,val,md3016,A,md3016-1,328,329,clean,d2p1-val-md3016-A-00051,True,0,0,True,346.0,320.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000329-synthetic,val,md3016,A,md3016-1,328,329,synthetic,d2p1-val-md3016-A-00051,True,0,0,True,346.0,320.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000336-clean,val,md3016,A,md3016-1,335,336,clean,d2p1-val-md3016-A-00052,True,0,0,True,342.0,318.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000336-synthetic,val,md3016,A,md3016-1,335,336,synthetic,d2p1-val-md3016-A-00052,True,0,0,True,342.0,318.0,24.0,30.0,200,latest_prior_common_visible
d2p1-val-md3016-1-000342-clean,val,md3016,A,md3016-1,341,342,clean,d2p1-val-md3016-A-00053,True,0,0,True,340.0,318.0,23.0,29.0,200,latest_prior_common_visible
